Journal,Publisher,Business model,APC (€)
Electronic Commerce Research and Applications,Elsevier,Hybrid,2780
Electronic Journal of Biotechnology,Elsevier,OA,1370
Electronic Markets,Springer Nature,Hybrid,2590
Electronic Materials,MDPI,OA,1028
Electronic Materials Letters,Springer Nature,Hybrid,2690
Electronic Notes in Discrete Mathematics,Elsevier,Hybrid,2630
Electronics,MDPI,OA,2057
Electronics Letters,Wiley,OA,2310
Electronics and Communications in Japan,Wiley,Hybrid,2170
Emergency Cancer Care,Springer Nature,OA,1290
Emergency Medicine Australasia,Wiley,Hybrid,2830
Emergency Medicine Clinics of North America,Elsevier,Hybrid,2410
Emergency Medicine International,Wiley,OA,1848
Emergency Radiology,Springer Nature,Hybrid,2790
Emergent Materials,Springer Nature,Hybrid,2290
Emerging Animal Species,Elsevier,OA,1730
Emerging Contaminants,Elsevier,OA,1315
Emerging Markets Review,Elsevier,Hybrid,2600
Emerging Themes in Epidemiology,Springer Nature,OA,2190
"Emerging Trends in Drugs, Addictions, and Health",Elsevier,OA,1820
Emission Control Science and Technology,Springer Nature,Hybrid,2390
"Emotion, Space and Society",Elsevier,Hybrid,2960
Empirica,Springer Nature,Hybrid,2390
Empirical Economics,Springer Nature,Hybrid,2490
Empirical Software Engineering,Springer Nature,Hybrid,2290
Employee Responsibilities and Rights Journal,Springer Nature,Hybrid,2190
Employment Relations Today,Wiley,Hybrid,2500
Encyclopedia,MDPI,OA,1028
Endeavour,Elsevier,Hybrid,2590
Endocrine,Springer Nature,Hybrid,3390
Endocrine Pathology,Springer Nature,Hybrid,3390
Endocrine Practice,Elsevier,Hybrid,2740
Endocrine Practice,Elsevier,OA,2630
Endocrine and Metabolic Science,Elsevier,OA,2280
Endocrines,MDPI,OA,1028
"Endocrinologia, Diabetes y Nutricion",Elsevier,Hybrid,1500
"Endocrinologia, Diabetes y Nutricion (English edition)",Elsevier,Hybrid,1500
Endocrinology and Metabolism Clinics of North America,Elsevier,Hybrid,3100
"Endocrinology, Diabetes & Metabolism",Wiley,OA,2260
Energies,MDPI,OA,2263
Energy,Elsevier,Hybrid,3630
Energy & Buildings,Elsevier,Hybrid,2718
Energy & Environmental Materials,Wiley,OA,4800
Energy Conversion and Management,Elsevier,Hybrid,3790
Energy Conversion and Management: X,Elsevier,OA,1980
Energy Economics,Elsevier,Hybrid,3020
Energy Efficiency,Springer Nature,Hybrid,2390
Energy Informatics,Springer Nature,OA,1090
Energy Nexus,Elsevier,OA,1690
Energy Policy,Elsevier,Hybrid,3050
Energy Reports,Elsevier,OA,2150
Energy Research & Social Science,Elsevier,Hybrid,3010
Energy Reviews,Elsevier,OA,2280
Energy Science & Engineering,Wiley,OA,1930
Energy Storage,Wiley,Hybrid,2630
Energy Storage Materials,Elsevier,Hybrid,3710
Energy Strategy Reviews,Elsevier,OA,2720
Energy Systems,Springer Nature,Hybrid,2390
Energy Technology,Wiley,Hybrid,3500
Energy and AI,Elsevier,OA,2740
Energy and Buildings,Elsevier,Hybrid,3550
Energy and Climate Change,Elsevier,Hybrid,2550
Energy and Climate Change,Elsevier,OA,2410
Energy for Sustainable Development,Elsevier,Hybrid,2510
"Energy, Ecology and Environment",Springer Nature,Hybrid,2790
"Energy, Sustainability and Society",Springer Nature,OA,1690
EnergyChem,Elsevier,Hybrid,1790
Enfermedades Infecciosas y Microbiologia Clinica,Elsevier,Hybrid,2080
Enfermeria Clinica,Elsevier,Hybrid,2190
Enfermer�a Cl�nica (English Edition),Elsevier,Hybrid,2190
Enfermer�a Intensiva,Elsevier,Hybrid,1860
Enfermer�a intensiva,Elsevier,Hybrid,2630
Eng,MDPI,OA,1028
Engineering,Elsevier,OA,910
Engineering Analysis with Boundary Elements,Elsevier,Hybrid,3250
Engineering Applications of Artificial Intelligence,Elsevier,Hybrid,2890
Engineering Biology,Wiley,OA,2000
Engineering Failure Analysis,Elsevier,Hybrid,3170
Engineering Fracture Mechanics,Elsevier,Hybrid,3540
Engineering Geology,Elsevier,Hybrid,3740
Engineering Microbiology,Elsevier,OA,2100
Engineering Reports,Wiley,OA,1540
"Engineering Science and Technology, an International Journal",Elsevier,OA,1000
Engineering Structures,Elsevier,Hybrid,3770
"Engineering in Agriculture, Environment and Food",Elsevier,Hybrid,2630
Engineering in Life Sciences,Wiley,OA,2530
Engineering in Life Sciences,Wiley,Hybrid,2917
Engineering with Computers,Springer Nature,Hybrid,2390
English Teaching & Learning,Springer Nature,Hybrid,2290
English for Specific Purposes,Elsevier,Hybrid,3350
Entertainment Computing,Elsevier,Hybrid,2650
Entomologia Experimentalis et Applicata,Wiley,Hybrid,3500
Entomological Research,Wiley,Hybrid,2500
Entomological Science,Wiley,Hybrid,2830
Entomology,MDPI,OA,995
Entrepreneurship Education,Springer Nature,Hybrid,2290
Entropy,MDPI,OA,2057
Environment International,Elsevier,OA,3460
Environment Systems and Decisions,Springer Nature,Hybrid,2390
"Environment, Development and Sustainability",Springer Nature,Hybrid,2290
Environmental Advances,Elsevier,OA,1600
Environmental Biology of Fishes,Springer Nature,Hybrid,2690
Environmental Challenges,Elsevier,OA,1640
Environmental Chemistry Letters,Springer Nature,Hybrid,3490
Environmental DNA,Wiley,OA,2370
Environmental Development,Elsevier,Hybrid,2650
Environmental Earth Sciences,Springer Nature,Hybrid,2290
Environmental Economics and Policy Studies,Springer Nature,Hybrid,2390
Environmental Evidence,Springer Nature,OA,1990
Environmental Fluid Mechanics,Springer Nature,Hybrid,2390
Environmental Geochemistry and Health,Springer Nature,Hybrid,2790
Environmental Health,Springer Nature,OA,2690
Environmental Health and Preventive Medicine,Springer Nature,OA,1745
Environmental Impact Assessment Review,Elsevier,Hybrid,3100
Environmental Innovation and Societal Transitions,Elsevier,Hybrid,3110
Environmental Management,Springer Nature,Hybrid,2890
Environmental Microbiology,Wiley,Hybrid,3710
Environmental Microbiology Reports,Wiley,Hybrid,3000
Environmental Microbiology Reports,Wiley,OA,2550
Environmental Microbiome,Springer Nature,OA,1890
Environmental Modeling & Assessment,Springer Nature,Hybrid,2190
Environmental Modelling & Software,Elsevier,Hybrid,3100
Environmental Modelling and Software,Elsevier,Hybrid,2718
Environmental Monitoring and Assessment,Springer Nature,Hybrid,2890
"Environmental Nanotechnology, Monitoring & Management",Elsevier,Hybrid,2700
Environmental Policy and Governance,Wiley,Hybrid,2880
Environmental Pollution,Elsevier,Hybrid,3440
Environmental Processes,Springer Nature,Hybrid,2290
Environmental Progress & Sustainable Energy,Wiley,Hybrid,3040
Environmental Quality Management,Wiley,Hybrid,2630
Environmental Research,Elsevier,Hybrid,3240
Environmental Science & Ecotechnology,Elsevier,OA,1820
Environmental Science & Policy,Elsevier,Hybrid,3510
Environmental Science and Pollution Research,Springer Nature,Hybrid,2890
Environmental Sciences Europe,Springer Nature,OA,2390
Environmental Sustainability,Springer Nature,Hybrid,2190
Environmental Systems Research,Springer Nature,OA,2090
Environmental Technology & Innovation,Elsevier,Hybrid,2290
Environmental Technology & Innovation,Elsevier,OA,2190
Environmental Toxicology,Wiley,Hybrid,3450
Environmental Toxicology and Chemistry,Wiley,Hybrid,2830
Environmental Toxicology and Pharmacology,Elsevier,Hybrid,3370
Environmental and Ecological Statistics,Springer Nature,Hybrid,2290
Environmental and Experimental Botany,Elsevier,Hybrid,3340
Environmental and Molecular Mutagenesis,Wiley,Hybrid,2830
Environmental and Resource Economics,Springer Nature,Hybrid,2390
Environmental and Sustainability Indicators,Elsevier,OA,1330
Environments,MDPI,OA,1543
Environmetrics,Wiley,Hybrid,3660
Enzyme and Microbial Technology,Elsevier,Hybrid,3270
Epidemics,Elsevier,OA,2610
Epidemiologia,MDPI,OA,1028
Epigenetics & Chromatin,Springer Nature,OA,2390
Epigenetics Communications,Springer Nature,OA,1090
Epigenomes,MDPI,OA,1543
Epilepsia,Wiley,Hybrid,3300
Epilepsia Open,Wiley,OA,2500
Epilepsy & Behavior,Elsevier,Hybrid,3010
Epilepsy & Behavior Reports,Elsevier,OA,2110
Epilepsy Research,Elsevier,Hybrid,2680
Equine Veterinary Education,Wiley,Hybrid,3140
Equine Veterinary Journal,Wiley,Hybrid,3400
Erkenntnis,Springer Nature,Hybrid,2190
Erwerbs-Obstbau,Springer Nature,Hybrid,2590
Esophagus,Springer Nature,Hybrid,2790
Estuaries and Coasts,Springer Nature,Hybrid,2790
"Estuarine, Coastal and Shelf Science",Elsevier,Hybrid,2960
Ethical Theory and Moral Practice,Springer Nature,Hybrid,2390
Ethics & Human Research,Wiley,Hybrid,2480
Ethics and Information Technology,Springer Nature,Hybrid,2290
"Ethics, Medicine and Public Health",Elsevier,Hybrid,2350
Ethik in der Medizin,Springer Nature,Hybrid,2490
Ethique & Sante,Elsevier,Hybrid,1420
Ethology,Wiley,Hybrid,3500
Ethos,Wiley,Hybrid,2580
EuPA Open Proteomics,Elsevier,OA,1550
Euphytica,Springer Nature,Hybrid,2690
Eurasian Business Review,Springer Nature,Hybrid,2390
Eurasian Economic Review,Springer Nature,Hybrid,2290
Euro-Mediterranean Journal for Environmental Integration,Springer Nature,Hybrid,2190
EuroChoices,Wiley,Hybrid,2630
European Actuarial Journal,Springer Nature,Hybrid,2290
"European Annals of Otorhinolaryngology, Head and Neck Diseases",Elsevier,Hybrid,3010
"European Annals of Otorhinolaryngology, Head and Neck diseases",Elsevier,Hybrid,2000
European Archives of Oto-Rhino-Laryngology,Springer Nature,Hybrid,3390
European Archives of Paediatric Dentistry,Springer Nature,Hybrid,2790
European Archives of Psychiatry and Clinical Neuroscience,Springer Nature,Hybrid,3390
European Biophysics Journal,Springer Nature,Hybrid,2690
European Burn Journal,MDPI,OA,999
European Business Organization Law Review,Springer Nature,Hybrid,2390
European Child & Adolescent Psychiatry,Springer Nature,Hybrid,3290
European Eating Disorders Review,Wiley,Hybrid,3610
European Economic Review,Elsevier,Hybrid,2650
European Financial Management,Wiley,Hybrid,2520
European Food Research and Technology,Springer Nature,Hybrid,2790
European Geriatric Medicine,Springer Nature,Hybrid,2390
European Journal for Philosophy of Science,Springer Nature,Hybrid,2190
European Journal for Security Research,Springer Nature,Hybrid,2290
European Journal of Ageing,Springer Nature,OA,2290
European Journal of Ageing,Springer Nature,Hybrid,2290
European Journal of Agronomy,Elsevier,Hybrid,3490
European Journal of Applied Physiology,Springer Nature,Hybrid,3290
European Journal of Burn Care,MDPI,OA,934
European Journal of Cancer,Elsevier,Hybrid,3470
European Journal of Cancer Care,Wiley,OA,2125
European Journal of Cancer Care,Wiley,Hybrid,3900
European Journal of Cell Biology,Elsevier,OA,2210
European Journal of Cell Biology,Elsevier,Hybrid,2349
European Journal of Clinical Investigation,Wiley,Hybrid,3090
European Journal of Clinical Microbiology & Infectious Diseases,Springer Nature,Hybrid,3390
European Journal of Clinical Nutrition,Springer Nature,Hybrid,3790
European Journal of Clinical Pharmacology,Springer Nature,Hybrid,3390
European Journal of Combinatorics,Elsevier,Hybrid,2630
European Journal of Control,Elsevier,Hybrid,2600
European Journal of Dental Education,Wiley,Hybrid,3350
European Journal of Drug Metabolism and Pharmacokinetics,Springer Nature,Hybrid,2890
European Journal of Education,Wiley,Hybrid,2520
European Journal of Epidemiology,Springer Nature,Hybrid,3890
European Journal of Forest Research,Springer Nature,Hybrid,2790
European Journal of Futures Research,Springer Nature,OA,1340
European Journal of Haematology,Wiley,Hybrid,3550
European Journal of Heart Failure,Wiley,Hybrid,4230
European Journal of Human Genetics,Springer Nature,Hybrid,2990
European Journal of Hybrid Imaging,Springer Nature,OA,1890
European Journal of Immunology,Wiley,Hybrid,3550
European Journal of Inorganic Chemistry,Wiley,Hybrid,3190
European Journal of Integrative Medicine,Elsevier,Hybrid,1900
European Journal of Internal Medicine,Elsevier,Hybrid,3210
"European Journal of Investigation in Health, Psychology and Education",MDPI,OA,1440
European Journal of Law and Economics,Springer Nature,Hybrid,2490
European Journal of Lipid Science and Technology,Wiley,Hybrid,3350
European Journal of Mathematics,Springer Nature,Hybrid,2390
European Journal of Mechanics - A/Solids,Elsevier,Hybrid,3480
European Journal of Mechanics - B/Fluids,Elsevier,Hybrid,2640
European Journal of Medical Genetics,Elsevier,Hybrid,2910
European Journal of Medical Research,Springer Nature,OA,2490
European Journal of Medicinal Chemistry,Elsevier,Hybrid,4300
European Journal of Medicinal Chemistry Reports,Elsevier,OA,1370
European Journal of Neurology,Wiley,Hybrid,4120
European Journal of Neuroscience,Wiley,Hybrid,2580
European Journal of Nuclear Medicine and Molecular Imaging,Springer Nature,Hybrid,3890
European Journal of Nutrition,Springer Nature,Hybrid,3090
European Journal of Obstetrics & Gynecology and Reproductive Biology,Elsevier,Hybrid,2830
European Journal of Obstetrics & Gynecology and Reproductive Biology: X,Elsevier,OA,2020
European Journal of Oncology Nursing,Elsevier,Hybrid,3260
European Journal of Operational Research,Elsevier,Hybrid,3000
European Journal of Oral Sciences,Wiley,Hybrid,3350
European Journal of Organic Chemistry,Wiley,Hybrid,3450
European Journal of Orthopaedic Surgery & Traumatology,Springer Nature,Hybrid,2790
European Journal of Paediatric Neurology,Elsevier,Hybrid,2680
European Journal of Pain,Wiley,Hybrid,3333
European Journal of Pediatrics,Springer Nature,Hybrid,3390
European Journal of Personality,Wiley,Hybrid,2500
European Journal of Pharmaceutical Sciences,Elsevier,Hybrid,3370
European Journal of Pharmaceutical Sciences,Elsevier,OA,2100
European Journal of Pharmaceutics and Biopharmaceutics,Elsevier,Hybrid,3890
European Journal of Pharmacology,Elsevier,Hybrid,2540
European Journal of Philosophy,Wiley,Hybrid,2420
European Journal of Plant Pathology,Springer Nature,Hybrid,2790
European Journal of Plastic Surgery,Springer Nature,Hybrid,2690
European Journal of Political Economy,Elsevier,Hybrid,2890
European Journal of Political Research,Wiley,Hybrid,3090
European Journal of Political Research Political Data Yearbook,Wiley,Hybrid,2580
European Journal of Population,Springer Nature,Hybrid,2290
European Journal of Population,Springer Nature,OA,2290
European Journal of Protistology,Elsevier,Hybrid,3000
European Journal of Psychology of Education,Springer Nature,Hybrid,2490
European Journal of Radiology,Elsevier,Hybrid,3240
European Journal of Radiology Open,Elsevier,OA,1930
European Journal of Social Psychology,Wiley,Hybrid,3040
European Journal of Soil Biology,Elsevier,Hybrid,2860
European Journal of Soil Science,Wiley,Hybrid,3700
European Journal of Surgical Oncology,Elsevier,Hybrid,3260
European Journal of Trauma & Dissociation,Elsevier,Hybrid,1500
European Journal of Trauma and Emergency Surgery,Springer Nature,Hybrid,2690
European Journal of Vascular and Endovascular Surgery,Elsevier,Hybrid,3430
European Journal of Wildlife Research,Springer Nature,Hybrid,2790
European Journal of Wood and Wood Products,Springer Nature,Hybrid,2790
European Journal on Criminal Policy and Research,Springer Nature,Hybrid,2390
European Law Journal,Wiley,Hybrid,2730
European Management Journal,Elsevier,Hybrid,1970
European Management Review,Wiley,Hybrid,2580
European Neuropsychopharmacology,Elsevier,Hybrid,2740
European Policy Analysis,Wiley,Hybrid,2830
European Political Science,Springer Nature,Hybrid,2390
European Polymer Journal,Elsevier,Hybrid,3520
European Psychiatry,Elsevier,Hybrid,2630
European Radiology,Springer Nature,Hybrid,3290
European Radiology Experimental,Springer Nature,OA,2040
European Research on Management and Business Economics,Elsevier,OA,1230
European Review of Aging and Physical Activity,Springer Nature,OA,2390
European Review of Applied Psychology,Elsevier,Hybrid,2480
European Spine Journal,Springer Nature,Hybrid,3090
European Surgery,Springer Nature,Hybrid,3190
European Transport Research Review,Springer Nature,OA,1460
European Urology,Elsevier,Hybrid,4790
European Urology Focus,Elsevier,Hybrid,3470
European Urology Oncology,Elsevier,Hybrid,3460
European Urology Open Science,Elsevier,OA,1640
European Urology Supplements,Elsevier,Hybrid,2630
Europ�ische Sprachen im Kontrast | European Languages in Contrast,Springer Nature,Hybrid,2240
Evaluation and Program Planning,Elsevier,Hybrid,3270
Evidence-Based Complementary and Alternative Medicine,Wiley,OA,2356
Evidence-Based Endodontics,Springer Nature,OA,1290
EvoDevo,Springer Nature,OA,2090
Evolution,Wiley,Hybrid,2500
Evolution & Development,Wiley,Hybrid,2880
Evolution Letters,Wiley,OA,2254
Evolution and Human Behavior,Elsevier,Hybrid,3410
Evolution: Education and Outreach,Springer Nature,OA,1890
Evolutionary Anthropology,Wiley,Hybrid,3760
Evolutionary Applications,Wiley,OA,2860
Evolutionary Biology,Springer Nature,Hybrid,2690
Evolutionary Ecology,Springer Nature,Hybrid,2790
Evolutionary Intelligence,Springer Nature,Hybrid,2390
Evolutionary Psychological Science,Springer Nature,Hybrid,2290
Evolutionary and Institutional Economics Review,Springer Nature,Hybrid,2290
Evolving Systems,Springer Nature,Hybrid,2590
Examples and Counterexamples,Elsevier,OA,300
Experimental & Molecular Medicine,Springer Nature,OA,3690
Experimental Astronomy,Springer Nature,Hybrid,2690
Experimental Brain Research,Springer Nature,Hybrid,2790
Experimental Cell Research,Elsevier,Hybrid,2650
Experimental Dermatology,Wiley,Hybrid,3970
Experimental Economics,Springer Nature,Hybrid,2290
Experimental Eye Research,Elsevier,Hybrid,3520
Experimental Gerontology,Elsevier,Hybrid,2520
Experimental Gerontology,Elsevier,OA,2550
Experimental Hematology,Elsevier,Hybrid,2740
Experimental Hematology & Oncology,Springer Nature,OA,2590
Experimental Mechanics,Springer Nature,Hybrid,2690
Experimental Neurology,Elsevier,Hybrid,3480
Experimental Parasitology,Elsevier,Hybrid,2930
Experimental Physiology,Wiley,Hybrid,3050
Experimental Physiology,Wiley,OA,2350
Experimental Techniques,Springer Nature,Hybrid,2390
Experimental Thermal and Fluid Science,Elsevier,Hybrid,3540
Experimental and Applied Acarology,Springer Nature,Hybrid,2690
Experimental and Computational Multiphase Flow,Springer Nature,Hybrid,2290
Experimental and Molecular Pathology,Elsevier,Hybrid,1950
Experimental and Molecular Pathology,Elsevier,OA,1730
Experiments in Fluids,Springer Nature,Hybrid,2690
Expert Systems,Wiley,Hybrid,3240
Expert Systems with Applications,Elsevier,Hybrid,2940
Expert Systems with Applications: X,Elsevier,OA,1929
Exploration,Wiley,OA,4050
Explorations in Economic History,Elsevier,Hybrid,2890
Exploratory Research in Clinical and Social Pharmacy,Elsevier,OA,1640
