Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Forensic Science International: Reports,Elsevier,OA,580,569,580,580,750,750
Forensic Science International: Synergy,Elsevier,OA,1517,1490,1490,1490,1720,1720
Forest Ecology and Management,Elsevier,Hybrid,3169,3112,2940,3030,3160,3160
Forest Policy and Economics,Elsevier,Hybrid,2321,2279,2930,3020,3150,3150
Franklin Open,Elsevier,OA,,,,,1730,1730
Free Radical Biology and Medicine,Elsevier,Hybrid,2634,2586,2970,3270,3410,3410
French Journal of Psychiatry,Elsevier,OA,,,1520,,,1520
Frontiers in Neuroendocrinology,Elsevier,Hybrid,2946,2893,3140,3480,3730,3730
Fuel,Elsevier,Hybrid,3437,3375,3200,3300,3720,3720
Fuel Communications,Elsevier,OA,,745,1510,1510,1550,1550
Fuel Processing Technology,Elsevier,Hybrid,3125,2437,3060,3390,4000,4000
Fundamental Plasma Physics,Elsevier,OA,,,,,910,910
Fungal Biology,Elsevier,Hybrid,1607,1578,1580,1580,1820,1820
Fungal Biology Reviews,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Fungal Ecology,Elsevier,Hybrid,2678,2630,2630,2630,2920,2920
Fungal Genetics and Biology,Elsevier,Hybrid,2098,2455,2450,2520,2710,2710
Fungal Interactions,Elsevier,OA,,,,,1780,1780
Fusion Engineering and Design,Elsevier,Hybrid,1785,1753,2100,2160,2320,2320
Fuss & Sprunggelenk,Elsevier,Hybrid,,,1660,1660,2080,2080
Fuss und Sprunggelenk,Elsevier,Hybrid,1517,1490,,,,1490
Future Foods,Elsevier,OA,,,1580,1580,1640,1640
Future Generation Computer Systems,Elsevier,Hybrid,2857,2805,2800,3180,3050,3050
Futures,Elsevier,Hybrid,1160,1139,2280,2280,2230,2230
Fuzzy Sets and Systems,Elsevier,Hybrid,2767,2209,2210,2280,2370,2370
Gait & Posture,Elsevier,Hybrid,3125,2761,2760,2840,2960,2960
Games and Economic Behavior,Elsevier,Hybrid,1116,1096,2100,2160,2320,2320
Gas Science and Engineering,Elsevier,Hybrid,,,,,3150,3150
Gastro Hep Advances,Elsevier,OA,,,,1750,1820,1820
Gastroenterology,Elsevier,Hybrid,2678,2630,2800,2800,3470,3470
Gastroenterology Clinics of North America,Elsevier,Hybrid,2678,2630,3120,,,3120
Gastroenterolog�a y Hepatolog�a,Elsevier,Hybrid,1964,2200,2630,2630,2630,2630
Gastroenterolog�a y Hepatolog�a (English Edition),Elsevier,Hybrid,1785,2020,2630,2630,,2630
Gastrointestinal Endoscopy,Elsevier,Hybrid,2678,2630,2630,2630,3150,3150
Gastrointestinal Endoscopy Clinics of North America,Elsevier,Hybrid,2946,2490,2630,,,2630
Gene,Elsevier,Hybrid,,,2630,2500,2680,2680
Gene Expression Patterns,Elsevier,Hybrid,1785,1753,2440,2440,2630,2630
Gene Reports,Elsevier,Hybrid,2678,2630,2190,2080,2540,2540
Gene and Genome Editing,Elsevier,OA,,,2630,2630,2740,2740
Gene: X,Elsevier,OA,3035,2981,,,,2981
General Hospital Psychiatry,Elsevier,Hybrid,2678,2630,2630,2450,2630,2630
General and Comparative Endocrinology,Elsevier,Hybrid,2812,2761,2580,2660,3020,3020
Genetics in Medicine,Elsevier,Hybrid,,,,3680,3830,3830
Genetics in Medicine Open,Elsevier,OA,,,,,2920,2920
Genomics,Elsevier,Hybrid,1964,2113,2110,,,2110
Genomics,Elsevier,OA,,,,2110,2200,2200
"Genomics, Proteomics & Bioinformatics",Elsevier,OA,1964,1929,3060,3060,3330,3330
Geobios,Elsevier,Hybrid,2678,2630,2360,2220,2390,2390
Geochemistry,Elsevier,Hybrid,,,2460,2530,2720,2720
Geochimica et Cosmochimica Acta,Elsevier,Hybrid,2812,2761,2850,2850,3370,3370
Geoderma,Elsevier,OA,,,,,2550,2550
Geoderma,Elsevier,Hybrid,2991,2937,3110,3340,,3340
Geoderma Regional,Elsevier,Hybrid,2232,2393,2390,2460,2410,2410
Geoenergy Science and Engineering,Elsevier,Hybrid,,,,,3220,3220
Geoforum,Elsevier,Hybrid,1875,1841,2540,2700,3170,3170
Geography and Sustainability,Elsevier,OA,,,1490,1490,1550,1550
Geomechanics for Energy and the Environment,Elsevier,Hybrid,2232,2042,2440,2770,3410,3410
Geomorphology,Elsevier,Hybrid,3259,3200,3060,2890,3010,3010
Geosystems and Geoenvironment,Elsevier,OA,,,,1750,1820,1820
Geotextiles and Geomembranes,Elsevier,Hybrid,2500,2455,3370,3480,3730,3730
Geothermics,Elsevier,Hybrid,2366,2034,2190,2350,2520,2520
Geriatric Nursing,Elsevier,Hybrid,2008,1972,2290,2490,2740,2740
Giant,Elsevier,OA,,1315,2630,2630,2460,2460
Global Ecology and Conservation,Elsevier,OA,1473,1446,1590,1590,1660,1660
Global Environmental Change,Elsevier,Hybrid,3526,3463,4160,4380,4700,4700
Global Epidemiology,Elsevier,OA,1562,1534,1530,1530,1720,1720
Global Finance Journal,Elsevier,Hybrid,982,1446,1680,1980,2250,2250
Global Food Security,Elsevier,Hybrid,2544,2498,2850,3050,3430,3430
Global Heart,Elsevier,Hybrid,2946,2893,,,,2893
Global Medicine and Healthcare,Elsevier,OA,,,,,1690,1690
Global Pasts,Elsevier,OA,,613,,,,613
Global Pediatrics,Elsevier,OA,,,1750,1750,1820,1820
Global and Planetary Change,Elsevier,Hybrid,2812,2761,2760,2760,3130,3130
Gondwana Research,Elsevier,Hybrid,2946,2893,2890,3110,3370,3370
Government Information Quarterly,Elsevier,Hybrid,1160,1139,1640,2020,2720,2720
Graphical Models,Elsevier,Hybrid,2142,2104,2190,2260,,2260
Graphical Models,Elsevier,OA,,,,,1600,1600
Graphics and Visual Computing,Elsevier,OA,,,1230,1230,1280,1280
Green Analytical Chemistry,Elsevier,OA,,,,1090,1140,1140
Green Energy and Intelligent Transportation,Elsevier,OA,,,,1710,1780,1780
Green Energy and Resources,Elsevier,OA,,,,,1370,1370
Groundwater for Sustainable Development,Elsevier,Hybrid,1339,1315,1310,1490,2000,2000
Growth Hormone & IGF Research,Elsevier,Hybrid,2232,2498,2840,2920,3140,3140
Gynecologic Oncology,Elsevier,Hybrid,2634,2586,3410,3520,3670,3670
Gynecologic Oncology Reports,Elsevier,OA,580,569,570,570,680,680
Gyn�cologie Obst�trique Fertilit� & S�nologie,Elsevier,Hybrid,1339,1840,2370,2370,2370,2370
HOMO,Elsevier,Hybrid,1607,,,,,1607
HPB,Elsevier,Hybrid,2678,2630,2890,2890,3310,3310
Habitat International,Elsevier,Hybrid,1160,1139,2230,2760,3210,3210
Hand Clinics,Elsevier,Hybrid,2678,2630,2630,,,2630
Hand Surgery & Rehabilitation,Elsevier,Hybrid,,,2190,2190,2190,2190
Hand Surgery and Rehabilitation,Elsevier,Hybrid,1339,1500,,,,1500
HardwareX,Elsevier,OA,446,438,470,440,460,460
Harmful Algae,Elsevier,Hybrid,2946,2893,3440,3440,3890,3890
Health & Place,Elsevier,Hybrid,,,2410,2690,2880,2880
Health Care Transitions,Elsevier,OA,,,,,1820,1820
Health Policy,Elsevier,Hybrid,2991,2937,2780,2870,3390,3390
Health Policy OPEN,Elsevier,OA,,1753,1780,1780,1820,1820
Health Policy and Technology,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Health Sciences Review,Elsevier,OA,,,,1660,1730,1730
Health and Place,Elsevier,Hybrid,2276,2235,,,,2235
Healthcare Analytics,Elsevier,OA,,,1310,1310,1370,1370
Healthcare: The Journal of Delivery Science and Innovation,Elsevier,Hybrid,2678,2042,2360,2680,3160,3160
Hearing Research,Elsevier,Hybrid,2276,2235,3360,3690,3660,3660
Heart & Lung,Elsevier,Hybrid,2232,2279,2500,2580,3020,3020
Heart Failure Clinics,Elsevier,Hybrid,2678,2349,2350,,,2350
Heart Rhythm,Elsevier,Hybrid,3125,3068,3380,3410,3910,3910
Heart Rhythm O2,Elsevier,OA,,,1850,1850,1960,1960
"Heart, Lung and Circulation",Elsevier,Hybrid,2232,2192,2190,2500,2610,2610
HeartRhythm Case Reports,Elsevier,OA,848,832,920,920,1000,1000
Heliyon,Elsevier,OA,1339,1534,1500,1710,1880,1880
Hematology/Oncology Clinics of North America,Elsevier,Hybrid,2678,2893,3460,,,3460
High Energy Density Physics,Elsevier,Hybrid,1964,2227,2440,2440,2330,2330
High-Confidence Computing,Elsevier,OA,,,1310,1310,1370,1370
Hipertension y riesgo vascular,Elsevier,Hybrid,1071,1200,1200,1200,1200,1200
Historia Mathematica,Elsevier,Hybrid,1160,1139,1140,1290,1500,1500
Hormones and Behavior,Elsevier,Hybrid,2812,2761,2920,2920,3050,3050
Human Factors in Healthcare,Elsevier,OA,,,1530,1530,1600,1600
Human Gene,Elsevier,Hybrid,,,,2190,2280,2280
Human Genetics and Genomics Advances,Elsevier,OA,,,2600,2890,2950,2950
Human Immunology,Elsevier,Hybrid,2366,2323,2720,2980,3100,3100
Human Microbiome Journal,Elsevier,OA,2142,2104,2100,,,2100
Human Movement Science,Elsevier,Hybrid,1830,1797,2710,2790,3000,3000
Human Nutrition & Metabolism,Elsevier,OA,,,1620,1620,1860,1860
Human Pathology,Elsevier,Hybrid,2946,2630,2630,2940,3160,3160
Human Pathology Reports,Elsevier,OA,,,,770,800,800
Human Pathology: Case Reports,Elsevier,OA,848,832,670,,,670
Human Resource Management Review,Elsevier,Hybrid,1607,2542,3330,3330,3870,3870
Hybrid Advances,Elsevier,OA,,,,,1370,1370
Hydrometallurgy,Elsevier,Hybrid,2946,2893,3370,3370,3810,3810
Hygiene and Environmental Health Advances,Elsevier,OA,,,,1930,2010,2010
IATSS Research,Elsevier,OA,,,,1270,1320,1320
IBRO Neuroscience Reports,Elsevier,OA,,,1310,1310,1370,1370
IBRO Reports,Elsevier,OA,1339,1315,,,,1315
ICT Express,Elsevier,OA,,,,880,1370,1370
IDCases,Elsevier,OA,491,482,530,630,820,820
IFAC Journal of Systems and Control,Elsevier,Hybrid,,,2850,2850,3010,3010
IHJ Cardiovascular Case Reports,Elsevier,OA,,,,350,360,360
IIMB Management Review,Elsevier,OA,,,,1050,1090,1090
IJC Heart & Vasculature,Elsevier,OA,2232,2500,2230,2080,2270,2270
IJID One Health,Elsevier,OA,,,,,1600,1600
IJID Regions,Elsevier,OA,,,,1050,1090,1090
IPEM-Translation,Elsevier,OA,,,1360,1360,1410,1410
IRBM,Elsevier,Hybrid,1339,1500,1720,1780,1780,1780
IRBM News,Elsevier,Hybrid,2678,2630,,,,2630
ISA Transactions,Elsevier,Hybrid,2946,2893,2890,2890,3370,3370
ISPRS Journal of Photogrammetry and Remote Sensing,Elsevier,Hybrid,2232,2192,2190,2520,3020,3020
ISPRS Open Journal of Photogrammetry and Remote Sensing,Elsevier,OA,,,1580,1580,1640,1640
Icarus,Elsevier,Hybrid,2589,2349,2350,2780,3270,3270
Image and Vision Computing,Elsevier,Hybrid,2767,2034,2030,2090,2070,2070
Imagerie de la Femme,Elsevier,Hybrid,2678,3000,1740,,1840,1840
Immunity,Elsevier,Hybrid,4642,4559,7600,7600,8120,8120
Immuno-Oncology and Technology,Elsevier,OA,2455,2750,2750,2750,2750,2750
ImmunoInformatics,Elsevier,OA,,,1630,1630,1630,1630
Immunobiology,Elsevier,Hybrid,2098,2060,2270,2340,2670,2670
Immunology Letters,Elsevier,Hybrid,2366,2323,2500,2500,2850,2850
Immunology and Allergy Clinics of North America,Elsevier,Hybrid,2678,2630,2940,,,2940
In Analysis,Elsevier,Hybrid,1339,1500,1500,1500,1500,1500
Indagationes Mathematicae,Elsevier,Hybrid,1160,1139,1140,1140,1410,1410
Indian Heart Journal,Elsevier,OA,,,,320,330,330
Indian Journal of Medical Microbiology,Elsevier,Hybrid,,,1580,1580,1890,1890
Indian Pacing and Electrophysiology Journal,Elsevier,OA,,,,480,500,500
Industrial Crops & Products,Elsevier,Hybrid,2857,3121,,,,3121
Industrial Crops and Products,Elsevier,Hybrid,,,3120,3210,3450,3450
Industrial Marketing Management,Elsevier,Hybrid,1071,1052,2190,2590,3000,3000
Infant Behavior and Development,Elsevier,Hybrid,1607,2367,2360,2430,2800,2800
Infection Prevention in Practice,Elsevier,OA,575,565,570,570,860,860
"Infection, Disease & Health",Elsevier,Hybrid,1517,1490,1490,1620,1690,1690
"Infection, Genetics and Evolution",Elsevier,Hybrid,2589,2306,2300,,,2300
"Infection, Genetics and Evolution",Elsevier,OA,,,,2230,2050,2050
Infectious Disease Clinics of North America,Elsevier,Hybrid,2678,3051,3550,,,3550
Infectious Diseases Now,Elsevier,Hybrid,,,,1500,1500,1500
Infectious Medicine,Elsevier,OA,,,1750,1750,1820,1820
Informatics in Medicine Unlocked,Elsevier,OA,1250,1227,1310,1310,1650,1650
Information & Management,Elsevier,Hybrid,1607,2209,,,,2209
Information Economics and Policy,Elsevier,Hybrid,982,1639,2270,2710,2830,2830
Information Fusion,Elsevier,Hybrid,2767,3068,3700,3820,3980,3980
Information Processing & Management,Elsevier,Hybrid,1607,2341,2340,2410,2750,2750
Information Processing Letters,Elsevier,Hybrid,1339,1534,1530,1580,1860,1860
Information Processing in Agriculture,Elsevier,OA,,,,1750,1820,1820
Information Sciences,Elsevier,Hybrid,2946,2498,2500,2570,3040,3040
Information Systems,Elsevier,Hybrid,2767,2420,2420,2490,2590,2590
Information and Computation,Elsevier,Hybrid,1339,1753,2100,2300,2400,2400
Information and Management,Elsevier,Hybrid,,,2360,2780,2980,2980
Information and Organization,Elsevier,Hybrid,1607,2016,2190,2710,3350,3350
Information and Software Technology,Elsevier,Hybrid,2276,2235,2410,2480,3060,3060
Infrared Physics & Technology,Elsevier,Hybrid,1964,1929,2190,2380,2550,2550
Injury,Elsevier,Hybrid,2455,2411,2890,2990,3110,3110
Innovation and Green Development,Elsevier,OA,,,,,1730,1730
Innovative Food Science and Emerging Technologies,Elsevier,Hybrid,2678,2630,3260,3690,3840,3840
Inorganic Chemistry Communications,Elsevier,Hybrid,2321,2051,2440,2440,2880,2880
Inorganica Chimica Acta,Elsevier,Hybrid,2723,2498,2500,2500,2940,2940
Insect Biochemistry and Molecular Biology,Elsevier,Hybrid,2589,2542,2940,3190,3420,3420
Insurance: Mathematics and Economics,Elsevier,Hybrid,1160,1139,2230,2510,2700,2700
Integration,Elsevier,Hybrid,2008,1972,1880,1880,1960,1960
Integrative Medicine Research,Elsevier,OA,,,,1490,1550,1550
Intelligence,Elsevier,Hybrid,2410,2367,3310,3310,3010,3010
Intelligence-Based Medicine,Elsevier,OA,,1709,1710,1710,1870,1870
Intelligent Medicine,Elsevier,OA,,,960,960,1000,1000
Intelligent Systems with Applications,Elsevier,OA,,,,1310,1370,1370
Intensive and Critical Care Nursing,Elsevier,Hybrid,2232,2481,2480,2550,3150,3150
Interbloc,Elsevier,Hybrid,2678,2630,,,,2630
Interdisciplinary Neurosurgery: Advanced Techniques and CaseManagement,Elsevier,OA,803,789,790,1750,1820,1820
Intermetallics,Elsevier,Hybrid,892,2192,2580,2580,2680,2680
International Biodeterioration & Biodegradation,Elsevier,Hybrid,2232,2192,2890,2980,3430,3430
International Business Review,Elsevier,Hybrid,1607,2121,2790,3170,3580,3580
International Communications in Heat and Mass Transfer,Elsevier,Hybrid,1785,2630,2890,2890,3100,3100
International Dairy Journal,Elsevier,Hybrid,2678,2893,2890,3100,3130,3130
International Dental Journal,Elsevier,OA,,,2230,2230,2330,2330
International Economics,Elsevier,Hybrid,2678,2630,2630,2810,2930,2930
International Emergency Nursing,Elsevier,Hybrid,2232,2455,2720,2720,2840,2840
International Immunopharmacology,Elsevier,Hybrid,2946,2262,2260,2330,2670,2670
International Journal for Parasitology,Elsevier,Hybrid,1964,1929,1930,1930,2280,2280
International Journal for Parasitology: Drugs and Drug Resistance,Elsevier,OA,1641,1611,1610,1610,2190,2190
International Journal for Parasitology: Parasites and Wildlife,Elsevier,OA,1641,1611,1610,1610,1760,1760
International Journal of Accounting,Elsevier,Hybrid,1607,1578,,,,1578
International Journal of Accounting Information Systems,Elsevier,Hybrid,982,1446,2430,2810,3470,3470
International Journal of Adhesion and Adhesives,Elsevier,Hybrid,2946,2016,2330,2720,2920,2920
International Journal of Africa Nursing Sciences,Elsevier,OA,1071,1210,1390,1550,1950,1950
International Journal of Antimicrobial Agents,Elsevier,Hybrid,2678,2630,2630,2870,2990,2990
International Journal of Applied Earth Observation and Geoinformation,Elsevier,OA,,2981,2000,2000,2190,2190
International Journal of Applied Earth Observation and Geoinformation,Elsevier,Hybrid,3035,,,,,3035
International Journal of Approximate Reasoning,Elsevier,Hybrid,2142,1665,2010,2260,2700,2700
International Journal of Biochemistry and Cell Biology,Elsevier,Hybrid,3660,3594,2890,2890,3330,3330
International Journal of Biological Macromolecules,Elsevier,Hybrid,2678,2630,2630,3060,3580,3580
International Journal of Cardiology,Elsevier,Hybrid,3259,3200,3040,2840,3050,3050
International Journal of Cardiology Congenital Heart Disease,Elsevier,OA,,,1750,1750,1820,1820
International Journal of Cardiology Hypertension,Elsevier,OA,2500,2455,,,,2455
International Journal of Cardiology: Cardiovascular Risk and Prevention,Elsevier,OA,,,,2490,2550,2550
International Journal of Cardiology: Hypertension,Elsevier,OA,,,2490,,,2490
International Journal of Child-Computer Interaction,Elsevier,Hybrid,2678,2630,2760,3010,2960,2960
International Journal of Clinical and Health Psychology,Elsevier,OA,,,1000,1750,2030,2030
International Journal of Coal Geology,Elsevier,Hybrid,2455,2411,3200,3630,3890,3890
International Journal of Critical Infrastructure Protection,Elsevier,Hybrid,2142,2104,2000,2060,2210,2210
International Journal of Developmental Neuroscience,Elsevier,Hybrid,2142,2104,,,,2104
International Journal of Disaster Risk Reduction,Elsevier,Hybrid,1071,1052,1450,1680,2080,2080
International Journal of Drug Policy,Elsevier,Hybrid,2455,2411,3280,3560,3710,3710
International Journal of Educational Development,Elsevier,Hybrid,1160,1139,2360,2710,2820,2820
International Journal of Educational Research,Elsevier,Hybrid,1160,1139,1640,2020,2500,2500
International Journal of Educational Research Open,Elsevier,OA,,569,1140,1140,1190,1190
International Journal of Electrical Power & Energy Systems,Elsevier,Hybrid,2946,2156,2100,2160,2550,2550
International Journal of Electrochemical Science,Elsevier,OA,,,,,1000,1000
International Journal of Engineering Science,Elsevier,Hybrid,2232,3288,4160,4160,4460,4460
International Journal of Fatigue,Elsevier,Hybrid,2946,2604,3120,3210,3350,3350
International Journal of Food Microbiology,Elsevier,Hybrid,3616,3288,3280,3660,3810,3810
International Journal of Forecasting,Elsevier,Hybrid,1071,1052,1050,1050,1370,1370
International Journal of Gastronomy and Food Science,Elsevier,Hybrid,2812,2761,2760,2620,2730,2730
International Journal of Greenhouse Gas Control,Elsevier,Hybrid,3392,3068,3140,3380,3630,3630
International Journal of Heat and Fluid Flow,Elsevier,Hybrid,2232,2349,2640,2710,2910,2910
International Journal of Heat and Mass Transfer,Elsevier,Hybrid,3303,3244,3240,3640,3790,3790
International Journal of Hospitality Management,Elsevier,Hybrid,982,2411,2780,3010,3230,3230
International Journal of Human - Computer Studies,Elsevier,Hybrid,2901,2849,,,,2849
International Journal of Human-Computer Studies,Elsevier,Hybrid,,,2850,3190,3320,3320
International Journal of Hydrogen Energy,Elsevier,Hybrid,2455,2411,2780,2850,2960,2960
International Journal of Hygiene and Environmental Health,Elsevier,Hybrid,2455,2411,3010,3100,3230,3230
International Journal of Impact Engineering,Elsevier,Hybrid,2946,2718,3060,3450,3700,3700
International Journal of Industrial Ergonomics,Elsevier,Hybrid,2767,2314,2230,2300,2400,2400
International Journal of Industrial Organization,Elsevier,Hybrid,1607,1902,2270,2450,2800,2800
International Journal of Infectious Diseases,Elsevier,OA,1562,1534,1530,1930,2280,2280
International Journal of Information Management,Elsevier,Hybrid,1160,1139,1640,2020,2500,2500
International Journal of Information Management Data Insights,Elsevier,OA,,,1310,1310,1370,1370
International Journal of Intercultural Relations,Elsevier,Hybrid,1607,2367,2500,2500,2840,2840
International Journal of Law and Psychiatry,Elsevier,Hybrid,1830,1797,2630,2710,3230,3230
"International Journal of Law, Crime and Justice",Elsevier,Hybrid,669,1972,2540,2620,2730,2730
International Journal of Machine Tools and Manufacture,Elsevier,Hybrid,3169,3112,4120,4240,4410,4410
International Journal of Mass Spectrometry,Elsevier,Hybrid,2723,2674,2800,3290,3530,3530
International Journal of Mechanical Sciences,Elsevier,Hybrid,2946,2534,3060,3410,3870,3870
International Journal of Medical Informatics,Elsevier,Hybrid,2767,2718,2710,2900,2930,2930
International Journal of Medical Microbiology,Elsevier,OA,,2761,1930,2180,2270,2270
International Journal of Medical Microbiology,Elsevier,Hybrid,2812,,,,,2812
International Journal of Mineral Processing,Elsevier,Hybrid,2232,2192,,,,2192
International Journal of Multiphase Flow,Elsevier,Hybrid,2321,2279,2620,2850,3250,3250
International Journal of Non-Linear Mechanics,Elsevier,Hybrid,1964,2542,2540,2620,3050,3050
International Journal of Nursing Studies,Elsevier,Hybrid,2812,2761,3800,3910,4620,4620
International Journal of Nursing Studies Advances,Elsevier,OA,,1753,1780,1780,1920,1920
International Journal of Obstetric Anesthesia,Elsevier,Hybrid,2232,2332,2330,2690,3040,3040
International Journal of Oral and Maxillofacial Surgery,Elsevier,Hybrid,2946,2893,3310,3310,3790,3790
International Journal of Orthopaedic and Trauma Nursing,Elsevier,Hybrid,1741,1709,2350,2600,2440,2440
International Journal of Osteopathic Medicine,Elsevier,Hybrid,1517,1762,2330,2390,2490,2490
