Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Experimental & Molecular Medicine,Springer Nature,OA,2835,2990,3170,3390,3690,3690
Experimental Astronomy,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Experimental Brain Research,Springer Nature,Hybrid,2990,2570,2590,2690,2790,2790
Experimental Economics,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Experimental Hematology & Oncology,Springer Nature,OA,1990,2040,2290,2390,2590,2590
Experimental Mechanics,Springer Nature,Hybrid,2040,2570,2590,2590,2690,2690
Experimental Techniques,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Experimental and Applied Acarology,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Experimental and Computational Multiphase Flow,Springer Nature,Hybrid,,1790,2190,2190,2290,2290
Experiments in Fluids,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Exposure and Health,Springer Nature,Hybrid,1790,1790,2590,2690,2690,2690
Extremes,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Extremophiles,Springer Nature,Hybrid,2480,2570,2590,2590,2790,2790
Eye,Springer Nature,Hybrid,2990,3060,3580,3690,3890,3890
Facies,Springer Nature,Hybrid,2480,2570,2590,2590,2790,2790
Familial Cancer,Springer Nature,Hybrid,2480,3060,3060,3190,3390,3390
Fashion and Textiles,Springer Nature,OA,1155,1155,1390,1390,1450,1450
Feminist Legal Studies,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Fertility Research and Practice,Springer Nature,OA,1690,1790,1890,1990,2090,2090
Few-Body Systems,Springer Nature,Hybrid,2480,2170,2190,2290,2290,2290
Fibers and Polymers,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Finance and Stochastics,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Financial Markets and Portfolio Management,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Fire Ecology,Springer Nature,OA,,1745,1690,1790,1990,1990
Fire Technology,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Fish Physiology and Biochemistry,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Fisheries Science,Springer Nature,Hybrid,2480,2480,2480,2480,2590,2590
Fisheries and Aquatic Sciences,Springer Nature,OA,1745,1745,1690,,,1690
Fixed Point Theory and Applications,Springer Nature,OA,990,990,1190,1140,1190,1190
Flexible Services and Manufacturing Journal,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
"Flow, Turbulence and Combustion",Springer Nature,Hybrid,2040,2570,2590,2590,2690,2690
Fluids and Barriers of the CNS,Springer Nature,OA,1990,2170,2390,2490,2690,2690
Folia Geobotanica,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Folia Microbiologica,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Food Analytical Methods,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Food Biophysics,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Food Engineering Reviews,Springer Nature,Hybrid,2990,3060,3060,3060,3390,3390
Food Ethics,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
"Food Production, Processing and Nutrition",Springer Nature,OA,1745,,,,,1745
Food Safety and Risk,Springer Nature,OA,,,,,1890,1890
Food Science and Biotechnology,Springer Nature,Hybrid,2480,2170,2190,2290,2390,2390
Food Security,Springer Nature,Hybrid,2480,2570,2590,2790,2990,2990
Food and Bioprocess Technology,Springer Nature,Hybrid,2990,2570,2590,2690,2890,2890
Food and Environmental Virology,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
"Forensic Science, Medicine and Pathology",Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Forensic Toxicology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
"Forensische Psychiatrie, Psychologie, Kriminologie",Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Formal Aspects of Computing,Springer Nature,Hybrid,2040,2170,2190,,,2190
Formal Methods in System Design,Springer Nature,Hybrid,2040,2570,2590,2490,2690,2690
Forschung im Ingenieurwesen,Springer Nature,Hybrid,2240,2240,2380,2380,2490,2490
Forum Kinder- und Jugendsport,Springer Nature,Hybrid,,,2380,2380,2490,2490
Forum der Psychoanalyse,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Foundations of Chemistry,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Foundations of Computational Mathematics,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Foundations of Physics,Springer Nature,Hybrid,2040,2040,2590,2590,2490,2490
Foundations of Science,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Fractional Calculus and Applied Analysis,Springer Nature,Hybrid,,,,2790,2890,2890
French Politics,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Frontiers in Biology,Springer Nature,Hybrid,2040,,,,,2040
Frontiers in Energy,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Frontiers in Zoology,Springer Nature,OA,1925,1990,2190,2290,2390,2390
Frontiers of Chemical Science and Engineering,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Frontiers of Computer Science,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Frontiers of Earth Science,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Frontiers of Education in China,Springer Nature,Hybrid,,2170,2190,2190,,2190
Frontiers of Engineering Management,Springer Nature,Hybrid,,2170,2190,2290,2290,2290
Frontiers of Environmental Science & Engineering,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Frontiers of Information Technology & Electronic Engineering,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Frontiers of Materials Science,Springer Nature,Hybrid,,2570,2590,2690,2690,2690
Frontiers of Mechanical Engineering,Springer Nature,Hybrid,2040,2170,2590,2690,2690,2690
Frontiers of Medicine,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Frontiers of Optoelectronics,Springer Nature,OA,,,,1570,,1570
Frontiers of Optoelectronics,Springer Nature,Hybrid,1790,1790,2190,,,2190
Frontiers of Physics,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Frontiers of Structural and Civil Engineering,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Fudan Journal of the Humanities and Social Sciences,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Functional & Integrative Genomics,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Functional Composite Materials,Springer Nature,OA,,860,860,860,890,890
Fungal Biology and Biotechnology,Springer Nature,OA,1690,1570,1790,1790,1890,1890
Fungal Diversity,Springer Nature,Hybrid,3490,3580,3580,3690,3690,3690
Fuzzy Optimization and Decision Making,Springer Nature,Hybrid,2040,2570,2590,2490,2590,2590
GEM - International Journal on Geomathematics,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
GPS Solutions,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Gastric Cancer,Springer Nature,Hybrid,2990,3580,3580,3690,3690,3690
Gef�sschirurgie,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Gender Issues,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Gene Therapy,Springer Nature,Hybrid,2990,3060,3580,3690,3890,3890
General Relativity and Gravitation,Springer Nature,Hybrid,2040,2040,2040,2290,2390,2390
General Thoracic and Cardiovascular Surgery,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
General Thoracic and Cardiovascular Surgery Cases,Springer Nature,OA,,,,1540,1540,1540
Genes & Genomics,Springer Nature,Hybrid,2040,2170,2190,2390,2590,2590
Genes & Immunity,Springer Nature,Hybrid,2990,3060,3060,3190,3490,3490
Genes & Nutrition,Springer Nature,OA,2170,2290,2490,2690,2790,2790
Genes and Environment,Springer Nature,OA,1870,1870,1870,1990,1990,1990
Genetic Programming and Evolvable Machines,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Genetic Resources and Crop Evolution,Springer Nature,Hybrid,2480,2570,2590,2590,2790,2790
Genetica,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Genetics Selection Evolution,Springer Nature,OA,1495,1495,1495,1690,1750,1750
Genetics in Medicine,Springer Nature,Hybrid,3000,3000,3000,,,3000
Genome Biology,Springer Nature,OA,2790,4040,3990,4090,4290,4290
Genome Instability & Disease,Springer Nature,Hybrid,,1790,1790,1890,1890,1890
Genome Medicine,Springer Nature,OA,3060,3490,3680,3680,3790,3790
Genus,Springer Nature,OA,,990,1060,1090,1090,1090
Geo-Marine Letters,Springer Nature,Hybrid,2480,2570,2590,2790,2790,2790
GeoInformatica,Springer Nature,Hybrid,2040,2170,2190,2390,2590,2590
GeoJournal,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Geochemical Transactions,Springer Nature,OA,930,930,1190,1240,1290,1290
Geoenvironmental Disasters,Springer Nature,OA,800,,,1060,1090,1090
Geoheritage,Springer Nature,Hybrid,2040,2570,2590,2590,2690,2690
Geomechanics and Geophysics for Geo-Energy and Geo-Resources,Springer Nature,OA,,,,,2690,2690
Geomechanics and Geophysics for Geo-Energy and Geo-Resources,Springer Nature,Hybrid,2040,2170,2590,2690,,2690
Geometriae Dedicata,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Geometric and Functional Analysis,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Geoscience Letters,Springer Nature,OA,800,800,1060,1140,1190,1190
Geotechnical and Geological Engineering,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Geothermal Energy,Springer Nature,OA,,1155,1390,1490,1690,1690
German Journal of Exercise and Sport Research,Springer Nature,Hybrid,2480,2480,2480,2590,2690,2690
GeroScience,Springer Nature,Hybrid,2990,3580,3060,2990,3090,3090
Gesunde Pflanzen,Springer Nature,Hybrid,2240,2240,2380,2490,2690,2690
Glass Structures & Engineering,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
Global Implementation Research and Applications,Springer Nature,Hybrid,,,1790,1890,1890,1890
Global Journal of Flexible Systems Management,Springer Nature,Hybrid,2040,2170,2190,2190,2190,2190
Global Public Policy and Governance,Springer Nature,Hybrid,,,2170,2170,2170,2170
Global Social Welfare,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Global Surgical Education - Journal of the Association for Surgical Education,Springer Nature,Hybrid,,,,2590,2690,2690
Globalization and Health,Springer Nature,OA,1990,2040,2190,2390,2490,2490
Glycoconjugate Journal,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Gold Bulletin,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Graefe's Archive for Clinical and Experimental Ophthalmology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Granular Computing,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Granular Matter,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Graphene Technology,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Graphs and Combinatorics,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
"Green Technology, Resilience, and Sustainability",Springer Nature,OA,,,,1060,1090,1090
Group Decision and Negotiation,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Grundwasser,Springer Nature,Hybrid,2240,2240,2380,2380,2490,2490
Gruppe. Interaktion. Organisation. Zeitschrift f�r Angewandte Organisationspsychologie (GIO),Springer Nature,Hybrid,2240,2240,2380,2380,2590,2590
Gut Pathogens,Springer Nature,OA,2040,2170,2190,2390,2490,2490
Gynecologic Oncology Research and Practice,Springer Nature,OA,1745,,,,,1745
Gynecological Surgery,Springer Nature,OA,1745,1290,1490,,,1490
Gyn�kologische Endokrinologie,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
HEC Forum,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
HMD Praxis der Wirtschaftsinformatik,Springer Nature,Hybrid,2240,2240,2380,2490,2490,2490
HNO,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
HSS Journal,Springer Nature,Hybrid,,2570,2590,,,2590
HSS Journal �,Springer Nature,Hybrid,2480,,,,,2480
Hague Journal on the Rule of Law,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Harm Reduction Journal,Springer Nature,OA,2040,2170,2390,2490,2690,2690
Head & Face Medicine,Springer Nature,OA,1990,1870,2090,2090,2190,2190
Head and Neck Pathology,Springer Nature,Hybrid,2990,2570,2590,2690,2690,2690
Health & Justice,Springer Nature,OA,1060,1060,1190,1290,1340,1340
Health Care Analysis,Springer Nature,Hybrid,2040,2570,3060,3060,3290,3290
Health Care Management Science,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Health Economics Review,Springer Nature,OA,1570,1870,1990,2090,2190,2190
Health Information Science and Systems,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Health Research Policy and Systems,Springer Nature,OA,1995,2170,2190,2390,2590,2590
Health Services and Outcomes Research Methodology,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Health and Quality of Life Outcomes,Springer Nature,OA,1870,1990,1990,2190,2290,2290
Health and Technology,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Heart Failure Reviews,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Heart and Vessels,Springer Nature,Hybrid,2480,2570,2590,2790,2890,2890
Heat and Mass Transfer,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
HeilberufeScience,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
Helgoland Marine Research,Springer Nature,OA,,,1790,,,1790
Hepatology International,Springer Nature,Hybrid,2990,3060,3060,3190,3490,3490
"Hepatology, Medicine and Policy",Springer Nature,OA,1745,,,,,1745
Hereditary Cancer in Clinical Practice,Springer Nature,OA,1990,2040,2090,2290,2090,2090
Hereditas,Springer Nature,OA,1480,1570,1790,1990,1990,1990
Heredity,Springer Nature,Hybrid,2400,2400,3060,3060,3060,3060
Heritage Science,Springer Nature,OA,1180,1290,1490,1490,1560,1560
Hernia,Springer Nature,Hybrid,2480,3060,3060,3290,3190,3190
Herz,Springer Nature,Hybrid,,2240,2380,2490,2590,2590
Herzschrittmachertherapie + Elektrophysiologie,Springer Nature,Hybrid,2240,2240,2380,2490,2590,2590
High Blood Pressure & Cardiovascular Prevention,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
High Entropy Alloys & Materials,Springer Nature,Hybrid,,,,2590,2690,2690
Higher Education,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Histochemistry and Cell Biology,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Historical Archaeology,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
History and Philosophy of the Life Sciences,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Homo Oeconomicus,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Hormones,Springer Nature,Hybrid,2480,2570,2190,2390,2590,2590
Hormones and Cancer,Springer Nature,Hybrid,2990,2570,,,,2570
Horticulture Research,Springer Nature,OA,1700,1700,1700,,,1700
"Horticulture, Environment, and Biotechnology",Springer Nature,Hybrid,,2170,2190,2290,2490,2490
Human Arenas,Springer Nature,Hybrid,1790,1790,2190,2190,2290,2290
Human Cell,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Human Ecology,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Human Factors and Mechanical Engineering for Defense and Safety,Springer Nature,Hybrid,2040,2570,2590,2690,2890,2890
Human Genetics,Springer Nature,Hybrid,3490,3580,3580,3580,3790,3790
Human Genome Variation,Springer Nature,OA,1870,1870,2090,2290,2490,2490
Human Genomics,Springer Nature,OA,2170,2290,2190,2390,2590,2590
Human Nature,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Human Resources for Health,Springer Nature,OA,1995,2170,2290,2390,2490,2490
Human Rights Review,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Human Studies,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Human-Intelligent Systems Integration,Springer Nature,Hybrid,1790,1790,2190,2190,2290,2290
Human-centric Computing and Information Sciences,Springer Nature,OA,960,960,1570,,,1570
Humanistic Management Journal,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Humanities & Social Sciences Communications,Springer Nature,OA,,860,1060,1190,1240,1240
Husserl Studies,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Hydrobiologia,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Hydrogeology Journal,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Hyperfine Interactions,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Hypertension Research,Springer Nature,Hybrid,2990,3060,3060,3190,3490,3490
IIC - International Review of Intellectual Property and Competition Law,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
IMA Fungus,Springer Nature,OA,950,1765,1765,1690,1890,1890
INAE Letters,Springer Nature,Hybrid,2040,,,,,2040
IPSJ Transactions on Computer Vision and Applications,Springer Nature,OA,650,840,840,,,840
ISME Communications,Springer Nature,OA,,,1990,1990,2090,2090
ISSS Journal of Micro and Smart Systems,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
IZA Journal of Labor Economics,Springer Nature,OA,1250,,,,,1250
Ichthyological Research,Springer Nature,Hybrid,2480,2480,2480,2590,2790,2790
Immunity & Ageing,Springer Nature,OA,2290,2380,2290,2290,2490,2490
Immunogenetics,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Immunologic Research,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
Implementation Science,Springer Nature,OA,2040,2170,2390,2590,2690,2690
Implementation Science Communications,Springer Nature,OA,,1540,1540,1590,1590,1590
In Silico Pharmacology,Springer Nature,Hybrid,2480,2570,2590,2490,2490,2490
In Vitro Cellular & Developmental Biology - Animal,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
In Vitro Cellular & Developmental Biology - Plant,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
In vitro models,Springer Nature,Hybrid,,,,2590,2690,2690
Indian Economic Review,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Indian Geotechnical Journal,Springer Nature,Hybrid,,,2190,2190,2290,2290
Indian Journal of Clinical Biochemistry,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Indian Journal of Gastroenterology,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Indian Journal of Gynecologic Oncology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Indian Journal of Hematology and Blood Transfusion,Springer Nature,Hybrid,2480,2570,2590,2590,2590,2590
Indian Journal of International Law,Springer Nature,Hybrid,2040,2170,,,,2170
Indian Journal of Microbiology,Springer Nature,Hybrid,2480,2570,2590,2690,2590,2590
Indian Journal of Orthopaedics,Springer Nature,Hybrid,,2570,2190,2290,2290,2290
Indian Journal of Otolaryngology and Head & Neck Surgery,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Indian Journal of Physics,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Indian Journal of Plant Physiology,Springer Nature,Hybrid,2040,,,,,2040
Indian Journal of Surgery,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
