ISSN,Type
0952-1895,p;l
0952-1917,p;l
0952-1976,p;l
0952-3278,p;l
0952-3367,p;l
0952-3383,p;l
0952-3480,p;l
0952-3499,p;l
0952-3871,p;l
0952-3987,p;l
0952-4142,p;l
0952-4622,p;l
0952-4649,p;l
0952-4746,p;l
0952-5041,p;l
0952-5238,p;l
0952-617X,p;l
0952-6757,p;l
0952-6862,p;l
0952-6951,p;l
0952-7648,p;l
0952-7907,p;l
0952-7915,p;l
0952-8059,p;l
0952-8091,p;l
0952-813X,p;l
0952-8180,p;l
0952-8229,p;l
0952-8369,p;l
0952-8733,p;l
0952-8822,p;l
0952-8873,p;l
0952-9136,p;l
0953-1424,p;l
0953-1513,p;l
0953-2048,p;l
0953-4075,p;l
0953-4180,p;l
0953-4814,p;l
0953-5225,p;l
0953-5233,p;l
0953-5314,p;l
0953-5438,p;l
0953-6205,p;l
0953-6612,p;l
0953-6833,p;l
0953-7104,p;l
0953-7287,p;l
0953-7325,p;l
0953-816X,p;l
0953-8178,p;l
0953-8186,p;l
0953-8194,p;l
0953-8208,p;l
0953-8259,p;l
0953-8585,p;l
0953-8984,p;l
0953-9468,p;l
0954-0075,p;l
0954-0083,p;l
0954-0091,p;l
0954-0105,p;l
0954-0121,p;l
0954-0253,p;l
0954-0261,p;l
0954-0911,p;l
0954-0962,p;l
0954-1020,p;l
0954-1314,p;l
0954-139X,p;l
0954-1748,p;l
0954-1985,p;l
0954-2892,p;l
0954-3007,p;l
0954-349X,p;l
0954-3899,p;l
0954-3945,p;l
0954-4054,p;l
0954-4062,p;l
0954-4070,p;l
0954-4089,p;l
0954-4097,p;l
0954-4100,p;l
0954-4119,p;l
0954-4224,p;l
0954-4828,p;l
0954-4879,p;l
0954-5395,p;l
0954-5794,p;l
0954-5867,p;l
0954-6111,p;l
0954-6324,p;l
0954-6545,p;l
0954-6553,p;l
0954-6634,p;l
0954-6650,p;l
0954-6820,p;l
0954-6839,p;l
0954-691X,p;l
0954-6928,p;l
0954-7118,p;l
0954-7762,p;l
0954-7894,p;l
0954-8890,p;l
0954-8963,p;l
0954-898X,p;l
0954-982X,p;l
0955-0674,p;l
0955-1662,p;l
0955-2219,p;l
0955-2340,p;l
0955-2359,p;l
0955-2367,p;l
0955-2863,p;l
0955-3002,p;l
0955-3959,p;l
0955-470X,p;l
0955-534X,p;l
0955-5803,p;l
0955-5986,p;l
0955-6222,p;l
0955-7571,p;l
0955-792X,p;l
0955-7997,p;l
0955-8810,p;l
0955-8829,p;l
0955-9930,p;l
0956-053X,p;l
0956-0599,p;l
0956-2478,p;l
0956-2737,p;l
0956-3202,p;l
0956-4624,p;l
0956-5221,p;l
0956-5361,p;l
0956-540X,p;l
0956-5507,p;l
0956-5515,p;l
0956-5663,p;l
0956-5698,p;l
0956-618X,p;l
0956-7135,p;l
0956-7925,p;l
0956-7933,p;l
0956-7968,p;l
0956-7976,p;l
0957-0233,p;l
0957-0411,p;l
0957-1264,p;l
0957-154X,p;l
0957-1558,p;l
0957-1736,p;l
0957-1787,p;l
0957-4042,p;l
0957-4093,p;l
0957-4158,p;l
0957-4174,p;l
0957-4239,p;l
0957-4271,p;l
0957-4352,p;l
0957-4484,p;l
0957-4522,p;l
0957-4530,p;l
0957-4565,p;l
0957-4824,p;l
0957-5146,p;l
0957-5235,p;l
0957-5243,p;l
0957-5820,p;l
0957-6509,p;l
0957-6851,p;l
0957-7572,p;l
0957-7734,p;l
0957-8234,p;l
0957-8536,p;l
0957-8765,p;l
0957-8811,p;l
0957-9265,p;l
0957-9656,p;l
0957-9664,p;l
0957-9672,p;l
0958-0344,p;l
0958-0670,p;l
0958-0956,p;l
0958-1596,p;l
0958-1669,p;l
0958-2029,p;l
0958-2118,p;l
0958-2592,p;l
0958-305X,p;l
0958-3157,p;l
0958-3440,p;l
0958-3947,p
0958-4935,p;l
0958-5176,p;l
0958-5192,p;l
0958-6946,p;l
0958-7578,p;l
0958-8221,p;l
0958-9236,p;l
0958-9287,p;l
0958-9465,p;l
0959-0552,p;l
0959-1524,p;l
0959-2296,p;l
0959-2318,p;l
0959-2695,p;l
0959-2709,p;l
0959-289X,p;l
0959-2989,p;l
0959-3020,p;l
0959-3330,p;l
0959-3535,p;l
0959-3543,p;l
0959-3683,p;l
0959-3780,p;l
0959-3845,p;l
0959-3969,p;l
0959-3985,p;l
0959-3993,p;l
0959-437X,p;l
0959-4388,p;l
0959-440X,p;l
0959-4493,p;l
0959-4752,p;l
0959-4965,p;l
0959-4973,p;l
0959-5236,p;l
0959-6119,p;l
0959-6380,p;l
0959-6410,p;l
0959-6518,p;l
0959-6526,p;l
0959-6658,p;l
0959-6801,p;l
0959-6836,p;l
0959-6941,p;l
0959-7743,p;l
0959-8049,p;l
0959-8103,p;l
0959-8146,p;l
0959-8278,p;l
0959-8324,p
0959-9436,p;l
0959-9673,p;l
0959-9851,p;l
0959-9916,p;l
0960-0035,p;l
0960-0760,p;l
0960-0779,p;l
0960-0833,p;l
0960-085X,p;l
0960-1295,p;l
0960-1317,p;l
0960-1406,p;l
0960-1481,p;l
0960-1627,p;l
0960-1643,p;l
0960-2011,p;l
0960-233X,p;l
0960-2585,p;l
0960-2720,p;l
0960-3085,p;l
0960-3115,p;l
0960-3123,p;l
0960-3166,p;l
0960-3174,p;l
0960-3182,p;l
0960-3271,p;l
0960-3409,p;l
0960-4286,p;l
0960-6491,p;l
0960-7404,p;l
0960-7412,p;l
0960-7439,p;l
0960-7692,p;l
0960-7722,p;l
0960-7773,p;l
0960-779X,p;l
0960-8524,p;l
0960-8788,p;l
0960-8923,p;l
0960-8931,p;l
0960-894X,p;l
0960-8966,p;l
0960-8974,p;l
0960-9776,p;l
0960-9822,p;l
0961-0006,p;l
0961-1371,p;l
0961-2025,p;l
0961-2033,p;l
0961-205X,p;l
0961-3218,p;l
0961-4524,p;l
0961-463X,p;l
0961-5423,p;l
0961-5539,p;l
0961-5652,p;l
0961-5768,p;l
0961-7353,p;l
0961-754X,p;l
0961-7671,p;l
0961-8368,p;l
0961-9534,p;l
0962-0214,p;l
0962-1067,p;l
0962-1075,p;l
0962-1083,p;l
0962-1105,p;l
0962-1377,p;l
0962-2802,p;l
0962-4929,p;l
0962-6298,p;l
0962-7286,p;l
0962-7480,p;l
0962-8436,p;l
0962-8452,p;l
0962-8819,p;l
0962-8827,p;l
0962-8924,p;l
0962-9343,p;l
0962-9351,p;l
0963-0252,p;l
0963-0643,p;l
0963-0651,p;l
0963-1690,p;l
0963-1798,p;l
0963-1801,p;l
0963-2719,p;l
0963-5483,p;l
0963-6048,p;l
0963-6412,p;l
0963-6625,p;l
0963-6897,p;l
0963-7214,p;l
0963-7486,p;l
0963-7494,p;l
0963-8008,p;l
0963-8016,p;l
0963-8024,p;l
0963-8180,p;l
0963-8199,p;l
0963-8237,p;l
0963-8245,p;l
0963-8288,p;l
0963-8687,p;l
0963-8695,p;l
0963-9268,p;l
0963-9284,p;l
0963-9292,p;l
0963-9314,p;l
0963-9462,p;l
0963-9470,p;l
0963-9489,p;l
0963-9969,p;l
0964-0282,p;l
0964-0568,p;l
0964-1726,p;l
0964-1866,p;l
0964-1998,p;l
0964-2633,p;l
0964-3397,p;l
0964-4008,p;l
0964-4016,p;l
0964-4563,p;l
0964-4733,p;l
0964-5284,p;l
0964-5292,p;l
0964-5691,p;l
0964-5993,p;l
0964-6639,p;l
0964-6906,p;l
0964-704X,p;l
0964-7058,p;l
0964-7775,p;l
0964-8305,p;l
0964-8410,p;l
0964-9069,p;l
0965-0393,p;l
0965-0407,p;l
0965-075X,p;l
0965-0792,p;l
0965-089X,p;l
0965-0903,p;l
0965-0911,p;l
0965-092X,p;l
0965-1748,p;l
0965-206X,p;l
0965-2140,p;l
0965-2299,p;l
0965-254X,p;l
0965-3562,p;l
0965-4283,p;l
0965-4313,p;l
0965-5425,p;l
0965-5441,p;l
0965-545X,p;l
0965-7452,p;l
0965-7576,p;l
0965-8211,p;l
0965-8416,p;l
0965-8564,p;l
0965-9978,p;l
0966-0356,p;l
0966-0410,p;l
0966-0429,p;l
0966-0461,p;l
0966-0844,p;l
0966-0879,p;l
0966-0941,p;l
0966-2839,p;l
0966-3274,p;l
0966-3622,p;l
0966-369X,p;l
0966-6362,p;l
0966-6532,p;l
0966-6923,p;l
0966-7350,p;l
0966-7369,p;l
0966-7903,p;l
0966-8136,p;l
0966-8373,p;l
0966-842X,p;l
0966-9582,p;l
0966-9760,p;l
0966-9795,p;l
0967-0106,p;l
0967-0262,p;l
0967-0335,p;l
0967-0637,p;l
0967-0645,p;l
0967-0661,p;l
0967-067X,p;l
0967-070X,p;l
0967-0734,p;l
0967-0742,p;l
0967-0769,p;l
0967-0874,p;l
0967-0882,p;l
0967-0912,p;l
0967-1994,p;l
0967-201X,p;l
0967-2559,p;l
0967-2567,p;l
0967-3334,p;l
0967-3393,p;l
0967-3407,p;l
0967-3849,p;l
0967-3911,p;l
0967-4845,p;l
0967-5426,p;l
0967-5868,p;l
0967-6120,p;l
0967-7720,p;l
0967-828X,p;l
0968-0004,p;l
0968-0160,p;l
0968-0802,p;l
0968-0896,p;l
0968-090X,p;l
0968-1361,p;l
0968-3445,p;l
0968-4328,p;l
0968-4883,p;l
0968-5243,p;l
0968-5332,p;l
0968-5650,p;l
0968-6673,p;l
0968-7599,p;l
0968-7637,p;l
0968-8005,p;l
0969-0239,p;l
0969-0700,p;l
0969-1251,p;l
0969-1413,p;l
0969-160X,p;l
0969-2126,p;l
0969-2290,p;l
0969-3769,p;l
0969-4765,p;l
0969-4900,p;l
0969-5893,p;l
0969-5931,p;l
0969-594X,p;l
0969-5958,p;l
0969-6016,p;l
0969-6474,p;l
0969-6970,p;l
0969-6989,p;l
0969-6997,p;l
0969-7128,p;l
0969-725X,p;l
0969-7330,p;l
0969-7764,p;l
0969-8043,p;l
0969-8051,p;l
0969-806X,p;l
0969-8213,p;l
0969-9082,p;l
0969-9260,p;l
0969-9546,p;l
0969-9961,p;l
0969-997X,p;l
0969-9988,p;l
0970-0137,p;l
0970-0153,p;l
0970-0161,p;l
0970-0218,p;l
0970-0358,p;l
0970-1052,p;l
0970-1249,p;l
0970-1524,p;l
0970-1591,p;l
0970-1893,p;l
0970-1915,p;l
0970-2113,p;l
0970-258X,p;l
0970-2997,p;l
0970-3357,p;l
0970-3772,p;l
0970-3896,p;l
0970-3950,p;l
0970-4078,p;l
0970-4140,p;l
0970-4388,p;l
0970-4884,p;l
0970-5333,p;l
0970-6011,p;l
0970-6380,p;l
0970-6399,p;l
0970-6763,p;l
0970-7077,p;l
0970-7212,p;l
0970-7794,p;l
0970-8235,p;l
0970-9134,p;l
0970-9185,p;l
0970-9231,p;l
0970-9290,p;l
0970-9371,p;l
0970-9851,p;l
0971-0426,p;l
0971-0973,p;l
0971-1031,p;l
0971-1198,p;l
0971-1554,p;l
0971-1600,p;l
0971-1627,p;l
0971-1929,p;l
0971-2070,p;l
0971-2119,p;l
0971-2313,p;l
0971-3026,p
0971-3336,p;l
0971-3425,p;l
0971-3514,p;l
0971-3557,p;l
0971-3611,p;l
0971-4065,p;l
0971-4456,p;l
0971-4502,p;l
0971-457X,p;l
0971-4588,p;l
0971-4693,p;l
0971-5010,p
0971-5215,p;l
0971-5223,p;l
0971-5851,p;l
0971-5894,p
0971-5916,p;l
0971-6203,p;l
0971-636X,p;l
0971-6580,p;l
0971-6777,p;l
0971-6858,p;l
0971-7196,p;l
0971-7218,p;l
0971-7544,p;l
0971-7587,p;l
0971-7625,e;l
0971-7633,p;l
0971-7749,p;l
0971-7811,p;l
0971-8044,p;l
0971-8524,p;l
0971-8834,p;l
0971-8966,p;l
0971-9202,p
0971-9261,p;l
0971-930X,p
0971-9458,p;l
0971-9555,p;l
0971-9660,p;l
0971-9784,p;l
0971-9857,p;l
0971-9962,p;l
0972-0030,p;l
0972-0448,p;l
0972-0502,p;l
0972-0529,p;l
0972-060X,p;l
0972-0626,p;l
0972-0634,p;l
0972-0863,p;l
0972-0871,p;l
0972-0979,p;l
0972-1045,p;l
0972-1177,p;l
0972-124X,p;l
0972-1363,p;l
0972-1444,p;l
0972-1509,p;l
0972-1525,p;l
0972-1665,p;l
0972-172X,p
0972-2068,p
0972-2327,p;l
0972-2408,p;l
0972-2629,p;l
0972-2696,p;l
0972-2815,p;l
0972-2963,p;l
0972-3099,p;l
0972-3226,p;l
0972-3560,p;l
0972-3919,p
0972-4036,p;l
0972-4052,p;l
0972-415X,p;l
0972-4443,p;l
0972-4524,p;l
0972-4559,p;l
0972-4567,p;l
0972-4923,p;l
0972-4958,p;l
0972-5229,p;l
0972-5423,p;l
0972-5547,p;l
0972-558X,p;l
0972-5687,p;l
0972-5792,p;l
0972-5849,p;l
0972-5938,p;l
0972-5954,p;l
0972-5997,e;l
0972-6268,p;l
0972-6292,e;l
0972-6527,p;l
0972-7493,p;l
0972-7531,p;l
0972-7566,p;l
0972-7671,p
0972-7752,p;l
0972-7981,p;l
0972-8074,e
0972-8201,p;l
0972-8228,p;l
0972-8279,p;l
0972-8538,p
0972-8600,p;l
0972-8821,p
0972-8988,p;l
0972-9038,e;l
0972-9062,p;l
0972-9488,p;l
0972-9607,p;l
0972-978X,e;l
0972-9860,p;l
0972-9941,p
0973-0052,p;l
0973-029X,p;l
0973-0621,e
0973-063X,e
0973-0648,e;l
0973-0656,e
0973-0664,e
0973-0672,e
0973-0680,e
0973-0702,e
0973-0710,e
0973-0729,e
0973-0737,e
0973-0745,e
0973-0753,e
0973-0761,e
0973-077X,e
0973-0796,e
0973-080X,e
0973-0826,p
0973-0893,e
0973-1075,p;l
0973-1318,p;l
0973-1342,p;l
0973-1458,p
0973-1482,p
0973-1555,p;l
0973-1733,e
0973-1741,p;l
0973-1849,p;l
0973-2179,p;l
0973-2284,p;l
0973-2586,p;l
0973-2594,e
0973-3159,p;l
0973-3167,p;l
0973-3485,p;l
0973-354X,p;l
0973-3698,p;l
0973-3728,p;l
0973-3922,e
0973-3930,p
0973-4449,p;l
0973-483X,p;l
0973-5070,p;l
0973-5089,p;l
0973-5348,p;l
0973-5399,e
0973-5763,p;l
0973-5909,e
0973-6069,p;l
0973-614X,p;l
0973-6247,p;l
0973-6263,p;l
0973-6883,p;l
0973-7030,p;l
0973-7103,e
0973-7111,e;l
0973-712X,e;l
0973-7138,e
0973-7154,e;l
0973-7510,p;l
0973-7669,e
0973-7677,e
0973-7685,e
0973-7693,e
0973-7707,e;l
0973-7715,e
0973-7723,e
0973-7731,e
0973-774X,e
0973-7758,e
0973-8029,e
0973-8703,p;l
0973-8711,p;l
0973-8916,p;l
0973-8975,p;l
0973-9572,p;l
0973-9718,e
0973-9793,e;l
0974-0112,e;l
0974-0198,e
0974-0228,e
0974-0244,e;l
0974-0333,p;l
0974-0422,e;l
0974-0430,e;l
0974-0449,e
0974-0635,e;l
0974-0643,p;l
0974-0740,e
0974-083X,e
0974-0848,e
0974-1208,p
0974-1240,e
0974-1275,e
0974-1496,p;l
0974-181X,e
0974-1828,e
0974-1844,e
0974-2069,p
0974-2077,p;l
0974-2328,p;l
0974-2441,p;l
0974-262X,p;l
0974-2700,p;l
0974-2891,e;l
0974-3006,e;l
0974-3227,p;l
0974-3278,p;l
0974-3383,p;l
0974-3391,e;l
0974-360X,e;l
0974-3618,p;l
0974-3626,p
0974-3901,p;l
0974-391X,p;l
0974-4053,p
0974-4061,e;l
0974-4207,p;l
0974-4444,e
0974-4460,e
0974-4479,e
0974-4517,e
0974-4568,e
0974-4576,e
0974-4614,e
0974-4711,e
0974-5092,p;l
0974-5130,e
0974-5149,e;l
0974-5157,e
0974-5165,e
0974-5181,e
0974-519X,e
0974-5963,p
0974-5971,e
0974-598X,e
0974-5998,e;l
0974-6196,p;l
0974-620X,p;l
0974-6242,p;l
0974-6250,p;l
0974-6773,p
0974-6862,p;l
0974-6870,e
0974-6889,e
0974-6897,e
0974-6900,e;l
0974-6919,e
0974-7052,p;l
0974-7168,p;l
0974-7559,e
0974-7753,p;l
0974-777X,p;l
0974-7796,p;l
0974-780X,e
0974-7834,e
0974-7842,e
0974-7893,p;l
0974-7907,e
0974-8024,p;l
0974-8172,e
0974-8237,p;l
0974-8245,e
0974-8466,p;l
0974-8938,p;l
0974-9101,p;l
0974-9233,p;l
0974-9241,e
0974-9276,p;l
0974-9284,p;l
0974-9322,e;l
0974-9365,e
0974-9411,p;l
0974-942X,e
0974-9845,e
0974-9853,e
0974-9861,e
0975-007X,e
0975-024X,p;l
0975-0304,e;l
0975-0320,e
0975-0533,p;l
0975-0703,e
0975-0711,e
0975-0878,p;l
0975-0959,e
0975-0967,e
0975-0975,e
0975-0983,e
0975-0991,e
0975-1017,e
0975-1025,e
0975-1041,e
0975-105X,e
0975-1068,e
0975-1076,e
0975-1084,e
0975-1564,e
0975-1572,e
0975-1580,e
0975-1599,e
0975-1645,e
0975-1904,e
0975-1912,e
0975-1920,e
0975-1947,e
0975-1955,e
0975-2129,e
0975-2293,p
0975-2404,e
0975-2498,p;l
0975-2684,e
0975-2730,e
0975-2854,p;l
0975-3060,p
0975-3125,e;l
0975-3133,e
0975-3540,e;l
0975-3575,e;l
0975-4253,p;l
0975-4261,p;l
0975-4415,e;l
0975-444X,p;l
0975-4466,e
0975-492X,p;l
0975-5039,p;l
0975-5209,p;l
0975-5691,e
0975-5764,e;l
0975-5950,p;l
0975-5977,e
0975-6434,e;l
0975-6809,p
0975-6892,e
0975-6906,e
0975-6957,e
0975-7058,e;l
0975-7406,e;l
0975-7465,e
0975-7651,p;l
0975-7902,e
0975-8402,e
0975-8844,p;l
0975-928X,e;l
0975-9476,p;l
0975-9506,e;l
0976-0083,e
0976-0164,e
0976-0504,p;l
0976-0512,e
0976-0547,e
0976-0555,e
0976-0563,e
0976-0571,e
0976-058X,e
0976-1780,e
0976-1799,e;l
0976-2094,e;l
0976-2361,e;l
0976-237X,p
0976-2434,e
0976-2809,e
0976-2817,e
0976-3147,p
0976-3155,e;l
0976-3260,e
0976-3325,p;l
0976-3430,e
0976-3457,e
0976-3465,e
0976-352X,e
0976-3538,e
0976-3546,e
0976-3570,p;l
0976-3996,p;l
0976-4003,p;l
0976-4348,e;l
0976-464X,e
0976-4658,e
0976-4666,e
0976-4879,p
0976-500X,p;l
0976-5018,e
0976-5131,e
0976-5662,p;l
0976-6006,p;l
0976-6014,e
0976-6952,e
0976-7428,p
0976-7479,p;l
0976-7800,p;l
0976-7819,e
0976-7975,e
0976-836X,p;l
0976-8378,e
0976-8386,p;l
0976-8394,e
0976-8432,e;l
0976-9285,e
0976-9412,e
0976-9420,e
0976-9668,p;l
0981-9428,p;l
0982-1783,p;l
0984-2292,p;l
0985-0562,p;l
0987-7053,p;l
0987-7983,p;l
0988-1824,p;l
0988-3754,p;l
0990-1310,p;l
0990-7440,p;l
0991-2894,p;l
0992-499X,p;l
0992-5945,p;l
0992-7654,p;l
0992-7689,p;l
0994-4524,p;l
0995-3914,p;l
0997-1327,p;l
0997-6434,p;l
0997-7538,p;l
0997-7546,p;l
0997-7554,p;l
0999-193X,p;l
0999-7385,p;l
0999-792X,p;l
1000-0054,p;l
1000-0240,p;l
1000-0518,p;l
1000-0526,p;l
1000-0534,p;l
1000-0550,p;l
1000-0569,p;l
1000-0585,p;l
1000-0593,p;l
1000-0607,p;l
1000-0615,p;l
1000-0690,p;l
1000-0747,p;l
1000-0879,p;l
1000-0887,p;l
1000-0909,p;l
1000-0925,p;l
1000-0933,p;l
1000-0976,p;l
1000-0992,p;l
1000-1026,p;l
1000-1050,p;l
1000-1093,p;l
1000-1158,p;l
1000-1182,p;l
1000-1239,p;l
1000-1298,p;l
1000-1301,p;l
1000-131X,p;l
1000-1328,p;l
1000-1441,p;l
1000-1522,p;l
1000-1646,p;l
1000-1964,p;l
1000-1980,p;l
1000-2006,p;l
1000-2030,p;l
1000-2383,p;l
1000-2413,p
1000-2618,p;l
1000-2758,p;l
1000-3002,p;l
1000-3037,p;l
1000-3045,p;l
1000-3061,p;l
1000-3207,p;l
1000-324X,p;l
1000-3274,p;l
1000-3282,p;l
1000-3290,p;l
1000-3304,p;l
1000-3428,p;l
1000-3436,p;l
1000-3614,p;l
1000-3657,p;l
1000-3665,p;l
1000-3673,p;l
1000-369X,p;l
1000-3703,p;l
1000-3754,p;l
1000-3819,p;l
1000-3835,p;l
1000-3851,p;l
1000-4025,p;l
1000-4092,p;l
1000-4343,p;l
1000-436X,p;l
1000-4548,p;l
1000-4718,p;l
1000-4750,p;l
1000-4874,p;l
1000-4882,p;l
1000-4890,p;l
1000-4939,p;l
1000-503X,p;l
1000-5048,p;l
1000-5145,p;l
1000-565X,p;l
1000-5773,p;l
1000-582X,p;l
1000-6060,p;l
1000-6362,p;l
1000-6524,p;l
1000-6532,p;l
1000-6613,p;l
1000-6621,p;l
1000-6699,p;l
1000-6702,p;l
1000-6753,p;l
1000-6788,p;l
1000-680X,p;l
1000-6818,p;l
1000-6834,p;l
1000-6842,p;l
1000-6869,p;l
1000-6893,p;l
1000-6915,p;l
1000-6923,p;l
1000-6931,p;l
1000-7032,p;l
1000-7091,p;l
1000-7105,p;l
1000-7210,p;l
1000-7229,p;l
1000-7423,p;l
1000-7431,p;l
1000-7466,p;l
1000-7490,p;l
1000-7555,p;l
1000-7571,p;l
1000-758X,p;l
1000-7598,p;l
1000-7601,p;l
1000-8055,p;l
1000-811X,p;l
1000-8152,p;l
1000-8179,p;l
1000-8241,p;l
1000-8527,p;l
1000-8551,p;l
1000-8578,p;l
1000-8608,p;l
1000-8713,p;l
1000-890X,p;l
1000-9000,p;l
1000-9035,p;l
1000-9345,p;l
1000-9361,p;l
1000-940X,p;l
1000-9515,p;l
1000-9604,p;l
1000-9817,p;l
1000-9825,p;l
1000-985X,p;l
1000-9973,p;l
1001-0408,p;l
1001-0505,p;l
1001-0521,p;l
1001-0548,p;l
1001-0564,p;l
1001-0580,p;l
1001-0602,p;l
1001-0629,p;l
1001-0645,p;l
1001-0742,p;l
1001-0890,p;l
1001-0920,p;l
1001-0939,p;l
1001-0963,p;l
1001-1242,p;l
1001-1390,p;l
1001-1439,p;l
1001-1455,p;l
1001-1498,p;l
1001-1552,p;l
1001-1560,p;l
1001-1595,p
1001-1609,p;l
1001-1625,p;l
1001-1692,p;l
1001-1935,p;l
1001-1978,p;l
1001-1986,p;l
1001-2036,p;l
1001-2060,p;l
1001-2249,p;l
1001-2346,p;l
1001-2400,p;l
1001-246X,p;l
1001-2486,p;l
1001-2494,p;l
1001-3555,p;l
1001-3660,p;l
1001-3784,p;l
1001-3806,p;l
1001-4055,p;l
1001-411X,p;l
1001-4322,p;l
1001-4381,p;l
1001-4497,p;l
1001-4632,p;l
1001-4675,p;l
1001-4810,p;l
1001-4861,p;l
1001-487X,p;l
1001-4977,p;l
1001-506X,p;l
1001-5213,p;l
1001-5221,p;l
1001-5256,p;l
1001-5302,p;l
1001-5493,p;l
1001-5515,p;l
1001-5620,p;l
1001-5868,p;l
1001-5965,p;l
1001-604X,p;l
1001-6058,p;l
1001-6112,p;l
1001-6279,p;l
1001-6791,p;l
1001-6872,p;l
1001-6880,p;l
1001-6929,p;l
1001-7003,p;l
1001-7097,p;l
1001-7216,p;l
1001-7313,p;l
1001-7372,p;l
1001-7410,p;l
1001-7488,p;l
1001-7631,p;l
1001-8042,p;l
1001-8050,p;l
1001-8166,p;l
1001-8360,p;l
1001-8417,p;l
1001-8565,p;l
1001-8867,p;l
1001-9014,p;l
1001-9294,p;l
1001-9332,p;l
1001-9391,p;l
1001-9669,p;l
1001-9731,p;l
1002-0063,p;l
1002-0071,p;l
1002-0098,p;l
1002-0160,p;l
1002-0268,p;l
1002-0306,p;l
1002-0411,p;l
1002-0446,p;l
1002-0470,p;l
1002-0721,p;l
1002-0861,p;l
1002-106X,p;l
1002-1248,p;l
1002-137X,p;l
1002-1396,p;l
1002-1582,p;l
1002-185X,p;l
1002-1892,p;l
1002-2082,p;l
1002-2848,p;l
1002-4379,p;l
1002-4956,p;l
1002-4972,p;l
1002-5464,p;l
1002-6630,p;l
1002-6819,p;l
1002-8331,p;l
1003-0034,p;l
1003-0174,p;l
1003-0530,p;l
1003-1057,p;l
1003-1243,p;l
1003-1456,p;l
1003-2053,p;l
1003-2169,p;l
1003-2797,p;l
1003-3033,p;l
1003-3289,p;l
1003-3734,p;l
1003-4722,p;l
1003-501X,p;l
1003-5141,p;l
1003-5214,p;l
1003-5257,p;l
1003-5427,p;l
1003-5788,p;l
1003-6059,p;l
1003-6245,p;l
1003-6326,p;l
1003-6520,p;l
1003-7519,p;l
1003-7985,p;l
1003-8035,p;l
1003-8507,p;l
1003-8728,p;l
1003-9015,p;l
1003-9279,p;l
1003-9384,p;l
1003-9406,p;l
1003-9775,p;l
1004-0277,p;l
1004-0579,p;l
1004-0595,p;l
1004-0609,p;l
1004-0978,p;l
1004-132X,p;l
1004-1699,p;l
1004-2474,p;l
1004-2806,p;l
1004-2954,p;l
1004-2997,p;l
1004-3756,p;l
1004-4051,p;l
1004-4213,p;l
1004-4221,p;l
1004-4248,p;l
1004-4388,p;l
1004-4469,p;l
1004-4477,p;l
1004-4493,p;l
1004-4523,p;l
1004-4574,p;l
1004-4957,p;l
1004-4965,p;l
1004-499X,p;l
1004-5341,p;l
1004-549X,p;l
1004-5503,p;l
1004-5619,p;l
1004-5708,p;l
1004-5759,p;l
1004-6062,p;l
1004-6801,p;l
1004-6933,p;l
1004-714X,p;l
1004-7220,p;l
1004-7239,p;l
1004-7301,p;l
1004-731X,p;l
1004-7638,p;l
1004-8227,p;l
1004-8456,p;l
1004-874X,p;l
1004-8812,p;l
1004-8979,p;l
1004-9037,p;l
1004-9231,p;l
1004-924X,p;l
1004-9371,p;l
1004-9479,p;l
1004-9533,p;l
1004-9541,p;l
1004-9649,p;l
1005-0086,p;l
1005-0094,p;l
1005-023X,p;l
1005-0299,p;l
1005-0302,p;l
1005-0329,p;l
1005-0388,p;l
1005-054X,p;l
1005-0930,p;l
1005-1015,p;l
1005-1031,p
1005-1120,p;l
1005-1201,p;l
1005-1538,p;l
1005-202X,p;l
1005-2321,p;l
1005-2399,p;l
1005-2615,p;l
1005-264X,p;l
1005-281X,p;l
1005-3026,p;l
1005-3093,p;l
1005-376X,p;l
1005-3867,p
1005-4537,p;l
1005-4545,p;l
1005-5053,p;l
1005-6661,p;l
1005-6734,p;l
1005-6947,p;l
1005-748X,p;l
1005-8206,p;l
1005-829X,p;l
1005-8478,p;l
1005-8737,p;l
1005-8885,p;l
1005-8907,p;l
1005-8915,p;l
1005-9040,p;l
1005-9113,p;l
1005-9830,p;l
1005-9903,p;l
1005-9954,p;l
1006-1924,p;l
1006-2106,p;l
1006-2157,p;l
1006-2467,p;l
1006-267X,p;l
1006-2793,p;l
1006-3021,p;l
1006-3080,p;l
1006-3471,p;l
1006-396X,p;l
1006-4125,p;l
1006-4982,p
1006-4990,p;l
1006-5911,p;l
1006-6047,p;l
1006-6055,p;l
1006-6616,p;l
1006-6748,p;l
1006-6772,p;l
1006-687X,p;l
1006-7043,p;l
1006-706X,p
1006-7191,p;l
1006-7248,p;l
1006-754X,p;l
1006-7647,p;l
1006-7736,p;l
1006-7876,p;l
1006-7884,p;l
1006-7930,p;l
1006-8023,p;l
1006-8341,p;l
1006-852X,p;l
1006-8740,p;l
1006-8775,p;l
1006-8961,p;l
1006-9801,p;l
1006-9895,p;l
1006-9941,p;l
1007-0214,p;l
1007-0435,p;l
1007-1172,p
1007-1202,p;l
1007-1881,p;l
1007-1938,p;l
1007-2012,p;l
1007-2276,p;l
1007-2284,p;l
1007-2322,p;l
1007-2780,p;l
1007-2802,p;l
1007-3256,p;l
1007-3418,p;l
1007-3639,p;l
1007-385X,p;l
1007-3949,p;l
1007-449X,p;l
